sample_id,text,admiration,amusement,anger,annoyance,caring,confusion,curiosity,disappointment,disgust,excitement,fear,gratitude,joy,love,optimism,remorse,sadness,surprise
PP-R195,"I used to like squirrels. I always thought they looked like they were having a great time; jumping from limb to limb and virtually flying through the air like some sort of little furry, bushy tailed, trapeze artist. It always made me happy to watch them. But lately, yesterday included, a particular squirrel is beginning to test my patience. Every morning, I fill a bird feeder and hang it in the tree outside my kitchen window. This feeder has become quite the breakfast hot spot for most of the neighborhood birds; there is often a wait, and the spillover crowd fills the branches surrounding the feeder. All this activity has attracted the attention of an inquisitive squirrel, who has found that he can jump into the tree, run along the branch and pull the top off of the bird feeder, spilling all the food onto the ground below. He then jumps down and feasts on his sunflower seed booty. I have caught him in the act a couple of times; usually a sharp rap on the kitchen window makes him scurry away; but not yesterday. Yesterday, he defied me. He ignored my kitchen window warning and continued to try and upend the feeder, knowing all the while that I was watching him. He actually stared at me through the kitchen window, eyes full of defiance, forcing me to open the back door and walk towards the tree before he ran up high, barking and chattering his complaints the whole way. For a brief moment, his particular squirrel's aggressive and disruptive behavior made me wary of all squirrels, or at least it did for a couple of minutes, I think I'm over it now.",0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R196,"Yesterday started out like most days. I woke up after a late night and made coffee. Didn't really feel like doing much of nothing. Things in my household are pretty mundane, Watch a little TV, Read a book or find something to do in the garage. I decided to just be lazy and lounge around until time to go bowling which was at six that night. I dressed around four thirty and made my way to the bowling center, Where I did have a little work to do in the Pro Shop. I wasn't feeling the best so I ended up taking an extra pain pill and man was that a mistake. By the time I started bowling, It was like I had drank a fifth of liquor. My head was spinning and I had no control over my bowling ball. As it wore off, I was able to regain some of my senses and ended up maintaining my average. I learned last night that it's not good to take two number 10 oxcy's back to back...... Not if you want to keep both feet on the ground.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
PP-R197,I am grateful of this air and nice weather today.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R198,In my case I get annoyed.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R199,I'm afraid to get weird looks.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R200,"short, senseless writing - which I don’t really like",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R201,"Each time when I go out, I can see the petrol price has been gradually climbing and remain overall expensive. I can fuel my car for around $60~$70 last year around time, but now I estimate that I need at least $90-$100.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R202,"I went to a clinic to meet my new PCP because my former PCP was not caring for me as much as I needed from her. The Nurse Practitioner wasn't happy at the extent of neglect I suffered even though I have a disease that needs constant monitoring. I told her about how I was told to take a medicine that half of it got trapped in my skin and made it itch so badly, I wanted to rip my skin off. She wasn't happy that I wasn't seeing several specialists to help me with the other symptoms and she didn't like the reduced response of my nerves in my legs. I told her I had had some problems with neuropathy but people just poked my foot and did nothing more. I think I will get better care from my new PCP and look forward to seeing her again.",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
PP-R203,"The fires are 50 miles away, but their smoke plumes turn the sun red and darken the skies. I had been coughing and breathless for weeks but was unsure if smoke was the cause. Was it encroaching COPD or pneumonia? Was it cancer or a blood clot? I finally went to the doctor yesterday for bloodwork and a chest xray. All was clear. All tests just fine. and although I was shill short of breath and coughing, I could breathe a sigh of relief. A reaction to smoke was the culprit. Stay inside until it clears, the doctor advised. THis is the 8th week of smoke. How much longer can it last?",0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R204,"I got in my car to go vote at a polling location I was unfamiliar with. I used Google map and found my way there just fine, but got lost on the way home. I wasn't totally lost and knew I'd find my way back eventually, it just took me about a half an hour extra to get home. On the way, I got a nice view of a lake and it was a beautiful day.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R205,I also don’t like how I sound when I read it over.,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PP-R206,People who bring their whole house on flights are annoying.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R207,"My father passed away less than a week ago. He was almost 88 years old and in fairly reasonable physical health. He went into medical distress and did not recover. The past six days have been a mix of emotions, immense sadness for our unexpected loss, concern for our elderly mother, dealing with numerous practical tasks of the funeral arrangements, and happy memories too for a life well-lived. I was honoured by my family to write my father’s obituary. Due to Covid-19 restrictions, we could not cross the border into a neighbouring province. We missed the viewing that was held three days ago but hope we will be able to attend the memorial and burial service this spring, all together as a family. The suddenness of my father’s passing and the busy few days that followed, left me little time for myself and for self-reflection. I know the grieving process now has really just begun as reality sets in. That is the context and background of my story. Yesterday, I took a couple of hours by myself and for myself. It was a beautiful sunny, cold day and with a blue sky. I walked for two hours, along the shore and on to the library, one of my favourite places. Here I selected three books of fiction, light reading really. When I got home, I immersed myself in one of the books. My day was one of loss, quiet and in finding solace in my walk and books.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PP-R208,"It was a beautiful spring day, though I hardly noticed as I searched for typing jobs from my easy chair. My workplace had closed down for several weeks due to the pandemic and had recently started to open up, but we were only allowed to work on certain days so as to spread people out. I'd found a work from home job typing audio transcripts to try to earn some extra money to make up for the shortfall. Looking at the list of available jobs, I chose one and started to type. Unfortunately the subject matter was biological agents used in European agriculture, a subject I have no knowledge of. The people talking had thick accents. At times I had no idea what they were saying. Hours later, I finally finished the job and submitted it, realizing that it had taken me so long to do that I earned about $4 an hour. Oh, well! At least it's something!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R209,"Yesterday I tried to figure out the tangled web of lies my truth-challenged cousin related about her recent surgery. When I talked to her mother and sister I discovered that each of us had been presented with differing version of the type of surgery, extent of the survey, recovery time, and almost every other detail. Between having a cold, dealing with a distant cousin (distant by my choice, she's a first cousin) who is probably a pathological liar, realizing my fifteen year cat has gotten even more overweight, watching my stocks go up and down, and listening to that total @@#$*&@#%^ of a person who lives in the White House and claims to be ""President,"" I did not have a happy day. I overslept after coughing myself awake several time. I finished a pretty good book and started the second book in Michael Connelly's Lincoln Lawyer series (he's my favorite author). I played with the cat, was cranky to be around, and ate too much of a very good dinner I made from scratch. The best part of my day was discovering my new book looks really good and that the movie Stan & Ollie turned out to be VERY good indeed! Ending the day on a high note after a lousy beginning made all the difference.",0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R210,"I have had covid 19 for three months and yesterday went to the doctor and had a good check up finally. I had been waiting for some goods news, any goods news after fighting this awful virus for so long. I was very nervous to go to the appt. but was happy to be on the road to returning to normal. I was given more medicine that will help me recover completely and intend to follow all orders.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0
PP-R211,"Due to school being cancelled, I have taken on the role of tutor for my grandson. He is an active first grader that finds it difficult to stay focused on online tasks. He comes and spends the day with me so that his parents can work without interruption. I have enjoyed it and felt a very close connection with him. We do a lesson as prescribed by his teacher and then we take a break. The first week I taught him to ride a 2 wheeler without his training wheels. Now everyday we get to ride bikes together. Throughout the day we do a lesson then we take a break. Usually he chooses to ride bikes on his break even if we've done it before that day, but sometimes he chooses to play a card game or play legos. I will miss this special time together when he goes back to school. The only regret I have is not being able to do it with all of my grandchildren as they can't be together during this lock down time.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PP-R212,"Yesterday was like every other day. I awoke to my companion animal, Summer, a cat who was abandoned nearby several years ago, who was kneading on my chest, ready to begin her day with a generous breakfast. It was only 4:30 a.m., but I relented and got myself out of bed and into the kitchen, where I prepared her favorite food. I live alone, have no next-of-kin, no family, no spouse, no children and I'm not well-connected socially in my small village. I've been suffering from depression for the past eighteen years and I've had two heart attacks. Being alone in the world is a frightening reality when one is advancing in age. After catching up on the news, with once again the monster Trump dominating life in America, I spent the day completing tasks on Mechanical Turk. Having lost all of my assets, including retirement funds, due to health issues some years ago, I survive on a monthly Social Security check of US$1,256. The relatively small earnings from MTurk help me get through the month. Yesterday was the first day of the month; the third day of each month is when my Social Security check arrives by direct deposit into my bank account. These last several days of the month, I am once again completely out of money. I have to get through two more days, until the third, when I will have funds again. Yesterday and today I will feed myself and Summer on whatever I can scrounge from the kitchen. I may have just enough pocket change for an outdated loaf of bread at the supermarket and two cans of reasonably good cat food. I wish I had something to look forward to. I wish I had a best friend to talk to. I wish Katherine, another cat who succumbed to cancer two months ago, could come back. She always brought a smile to my face and a reason to face each day.",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0
PP-R213,"I got a better grade in a course than I had expected, so that’s nice.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PP-R214,"My dad may come to Canada in October and bring our little dog with him to visit me. I looked online for a checklist about bringing a small dog into Canada and sent it to him. I am really looking forward to seeing them. I miss them so much, and I cannot wait to spend time with my dog again.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R215,"I said No Thank you, that was disgusting and you are disgusting, so watch the game and let it go...",0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP-R216,"I'm grateful for my little dog, she makes me laugh 🤣🤣🤣",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
PP-R217,"Yesterday, I had a wildly social adventure. I finished and delivered a few pieces of custom ordered coin jewelry to the venue where I consign them for sale. The carefully masked shop clerk met me outside the front door of the shop and thanked me for the delivery, then brought me a stack of checks covering the last four months of sales. We actually spoke several sentences, in person (safely distanced, of course)! After that, I stopped by a dear old friend's home to drop off a check, in partial repayment of a kind and generous personal loan. I slipped it through the barely cracked front door, at arm's length. Then, we chatted for a few minutes, before I headed for home. It was simultaneously heart-warming and heart-breaking to see a personal friend for the first time in nearly a year. Someday, we will be able to hug again.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
PP-R218,This made me happy.. a little sad too,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
PP-R219,"And that's why your post helps, and why it made me smile.",0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
PP-R220,"It was hot yesterday -- over 90! My sister and I decided to take our granddaughters to the local swimming hole to get cooled down. And cooled down we did! There is a wonderful swinging rope over the deepest part of the river where you can just fly over the water and drop into the cold, clear water. But first you have to be brave enough to scale the slippery rock cliff to get to the waiting rope. Two out of the four succeeded. Not bad. I brought my 4 year old dog -- part Lab, part everything else. He's not particularly brave and for being part Lab, he doesn't really like the water. But he has a beautiful soul and loves to go on car rides and be near the kids, so he wanted to go to. Anxiously awaiting when the kids finally got out of the water and returned to his side. The kids had their usual chicken fights in the water. They are always hilarious to watch and my sister and I always bet on who's going to win. I love these times during our summer visits. This is our seventh summer my sister and I have been able to have our grandchildren during summer break.",0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PP-R221,"It’s pandemic time here. We’ve been quarantining for several weeks. Walking the dog and an occasional trip to the grocery store (where only one of us is allowed to shop at a time) are our only bits of human contact. I’ve been trying to think of a distraction, and have decided to send little thoughts out to passing neighbors by making sidewalk chalk messages on our driveway. Yesterday, I wrote: “5 O’clock: that’s Quarantini time!”. With a little drawing of a martini glass with an olive. It’s nice to see the passerby’s give a smile and thumbs up when they see it.",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
